IMAGE_ID,RAW_TEXT,PREDICTED_SKUs1,PREDICTED_SKUs2,PREDICTED_SKUs3,PREDICTED_SKUs4,PREDICTED_SKUs5,PREDICTED_SKUs6,PREDICTED_SKUs7,PREDICTED_SKUs8,PREDICTED_SKUs9,PREDICTED_SKUs10
00PdP000003m5RtUAI_Image_Response_a0Z4H00000axbULUAY,1 | and | OF I | 1 | Smoking Kills | Marlboa | Manhworo | symmer splash | Ma | Manthoro | Manthord | double fusion | S | summer | Smoking | SELECTED PRE | can damage | Smoking | g | seriously | the sperm | seriously harms | MARLBORO | MARL BORO | around | Double Fusion | Sol Shuffle | 200's | 200s | AED 132 | AED 132 | USD 36.67 | USD 36.67 | - | www.dubardutyfree.com | www.dubaidutyfree.com | Marlborn | was | and | - - | -SEAL | Fendom mux of 3 ceosules | SMOKE | SMELL | CONTROL | Kills | splash | double | fusion | SELECTED | PRE | can | damage | the | sperm | harms | MARL | BORO | Double | Fusion | Shuffle | AED | 132 | USD | 36.67,L&M DOUBLE FORWARD,BRUNETTE DOUBLE FILTER,LARK PREMIUM ONE,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,ROTHMANS BLUE,MARK TEN RICHE
00P4H00001nIyCKUA0_Image_Response_a0Z4H00000axbUMUAY,RTONS | Mart | methoro | Smoking | touch | kills | ONE | ONLY | touch | USE | ADULT | Hono | TONS | Smoking | kills | плодр Il | Mucharo | touch | CARTONS | CARTONS | Muelboco | n | Smoking | seriously harms | you and others | around you | = Mael | MARLBORO | Touch | 400's | AED 234 | USD 65.00 | www.dubardutyfree.com | less smell | Mariboro | -SEAL | Mdr | FIRE FILTER | touch | SELECTED FINE TOBACCOS | SELECTED FINE TOBACCOS | t | 4 - - | man - fiman | las San Touch pack | Smoking | taste experience | to finish. | kills | ch pack | Martboro | Maelbo | seriously | harms | you | and | others | around | AED | 234 | USD | 65.00 | less | smell | SELECTED | FINE | TOBACCOS | experience | finish. | pack,MARLBORO MIX,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO MICRO,MARLBORO PRIME,MARLBORO RED B
00P4H00001lkxf9UAA_Image_Response_a0Z4H00000axbUSUAY,P | PARLIAMENT | PARLIAMENT | ORIGINAL RECESSED™ FILTER | ORIGINAL RECESSED™ FILTER | Aqua Blue | Aqua Blue | ESTD 1931 | ESTD 1931 | FIFTH AVENUE NEW YORK | FIFTH AVENUE - NEW YORK | PARLIAMENT | Smokina | Smo | Aqua Blue | DDF | usly harms | 200s | DDF | and others | kil | AED 134 | ound you | USD 37.22 | www.dubaidutyfree.com | PHILIP MORRIS | PHILI | Sm | PHILIP MORRIS | Get help to stop smoking: | FOR ADULT USE ONLY | PH | nsult your doctor or pharmacist | PHIL | PHILIP MORRIS | Smoking C | ORIGINAL | FILTER | Aqua | Blue | ESTD | 1931 | FIFTH | AVENUE | NEW | YORK | AVENUE - | usly | harms | and | others | AED | 134 | ound | you | USD | 37.22 | PHILIP | MORRIS | Get | help | stop | smoking: | FOR | ADULT | USE | ONLY | nsult | your | doctor | pharmacist | Smoking,MERIT FILTER,CRAVEN A ORIGINAL,MARK TEN ORIGINAL,CHOICE FILTER,L&M ORIGINAL LABEL,LARK BLUE,NEXT BLUE,DERBY ROJO ORIGINAL,ASSOS BLUE,CHOICE ORIGINAL BLUE
00P4H00001lkxVjUAI_Image_Response_a0Z4H00000axbUJUAY,"TEREA | TEREA | Works only with IQOS ILUMA | Works only with IQOS ILUMA | This product is not risk free and | contains nicotine, which is addictive. | This product is not risk free and | courting 18 aggicular | contains nicotine, which is addictive | THIS bloqnet 12 uo ЦІКК JLOG was | TEREA | TEREA | Works only with IQOS ILUMA | Works only with ICOS ILUMA | This product is not risk free and | This product is not risk free and | contains nicotine, which is addictive. | contains nicotine, which is addictive. | TEREA | container | TEREA | Works only with IQOS ILUMA | Works only with ICOS ILUMA | A | This product is not | Works | only | with | IQOS | ILUMA | This | product | not | risk | free | and | contains | nicotine, | which | addictive. | addictive | ICOS",LARK FF,SG AZUL,LARK ONE,ASSOS RED,DIANA BLU,LARK BLUE,NEXT SNAP,ASSOS BLUE,LARK EXTRA,LARK LIGHT
00P4H00001mQ528UAC_Image_Response_a0Z4H00000axbUMUAY,TEREA | TEREA | YUGEN | AMMIL | UMA | Works only with IQOS ILUMA | Works only with IQOS ILUMA | Works only | TEREA | A | TEREA | TE | YUGEN | AMMIL | BRO | Works only with IQOS ILUMA | IQOS ILUMA | Works only with IQOS ILUMA | Works only with | TEREA | REA | TEREA | YUGEN | ERE | APRICITY | AMMIL | BRONZE | Works only with IQOS ILUMA | with IQOS ILUMA | Works only with IQOS ILUMA | Works only with IQOS | TEREA | TEREA | TEREA | TEREA | APRICITY | BRONZE | Works only with IQOS ILUMA | orks only with IQOS ILUMA | Works only with IQqS ILUMA | Works only with IQOS ILU | TEREA | TEREA | TEREA | TEREA | Works only with ICOS ILUMA | Works only with IQOS ILUMA | Works | only | with | IQOS | ILUMA | only with | orks | ILU,BELVEDERE BLUE,BELVEDERE SELECT,MERIT FILTER,CHOICE FILTER,LARK FF,SG AZUL,MULTIFILTER RED,CHESTERFIELD RED,LARK ONE,CHESTERFIELD BLUE
00P4H00001muoqGUAQ_Image_Response_a0Z4H00000axbURUAY,Smokin | 2 | P2 | CARTON | seriously h | OFFER | you and ot | PARLIAMENT | around y | Platinum | ORIGINAL RECESSED FILTER | ESTD 1931 | FIFTH AVENUE -NEW YORK | CARTON | OFFER | 2mg OFFER | P | moking | PARLIAMENT | usly harms | Platinum | and others | ORIGINAL RECESSED FILTER | round you | ESTD 1931 | FIFTH AVENUE - NEW YORK | Sn | Smoking | 2 OFFER | PARLIAMENT | serious | eriously harms | Platinum | you an | ou and others | ORIGINAL RECESSED FILTER | around you | aroun | ESTD 1931 | FIFTH AVENUE NEW YORK | 2 | Smokir | Smoking | OFFER | PARLIAMENT | seriously h | Platinum | kills | you and oth | ORIGINAL KILTER | around you | PARLIAMENT | Platinium | 400's | AED 263 | USD 73.06 | www.dubardutyfree.com | seriously | you | and | around | ORIGINAL | FILTER | ESTD | 1931 | FIFTH | YORK | usly | harms | others | AVENUE - | NEW | AVENUE | oth | AED | 263 | USD | 73.06,PARLIAMENT ONE,PARLIAMENT SSL,PARLIAMENT AQUA,PARLIAMENT BLUE,PARLIAMENT CARAT,PARLIAMENT NIGHT,PARLIAMENT HYBRID,PARLIAMENT LIGHTS,PARLIAMENT P BLUE,PARLIAMENT SILVER
00P4H00001mtFRgUAM_Image_Response_a0Z4H00000axbUNUAY,"FOOD | W | TER | ENT | FIFTH AVENUE - NEW YORK | Smoking | can cause | Smoking | a slow and | Tar 1 mg | seriously harms | Nicotine 0.1 mg | Carbon | painful death | monoxide 7 mg | you and others | around you | qé | PARLIAMENT | FOR DUTY FREE SALE ONLY | PARLIAMENT | PARLIAMENT | ORIGINAL RECESSED"" FILTER | ORIGINAL RECESSED FILTER | Platinum | Platinum | ESTD 1931 | ESTD 1931 | FIFTH AVENUE NEW YORK | FIFTH AVENUE | NEW YORK | Neuchafet Switzerland | authority of Philip Morris Brands Sairi | RECESSED""FILTER | Smoking | PARLIAMENT Platinum | Smoking | seriously harms | you and others | kills | around you | PARLIAMENT | Platinum Blue | 200s | AED 134 | USD 37.22 | www.dubaidutyfree.com | FIFTH | NEW | YORK | can | cause | slow | and | Tar | seriously | harms | Nicotine | 0.1 | painful | death | monoxide | you | others | around | FOR | DUTY | FREE | SALE | ONLY | ORIGINAL | FILTER | ESTD | 1931 | AVENUE | Switzerland | authority | Blue | AED | 134 | USD | 37.22",CRAVEN A ORIGINAL,MARK TEN ORIGINAL,MARLBORO PLATINUM,L&M ORIGINAL LABEL,LARK BLUE,NEXT BLUE,DERBY ROJO ORIGINAL,ASSOS BLUE,CHOICE ORIGINAL BLUE,L&M ORIGINAL LBL CFB
00PdP000006B5LzUAK_Image_Response_a0Z4H00000axbUPUAY,- | CARTONS | Martboro® | CARTONS | Smoking | kills | March | touch... | touch | CARTONS | Mundburo touch | Smoking | kills | couch | for | SSTM | smell | Marlboro | METAL | touch | ELECTED FINE TOB | authority of Philip Morris Sart | ARTONS | Smoking | MARLBORO | Touch | ch | 400s | to | AED 234 | USD 65.00 | www.dubaidutyfree.com | ELECTED | FINE | TOB | authority | Philip | AED | 234 | USD | 65.00,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP0000067ICsUAM_Image_Response_a0Z4H00000axbULUAY,king | لنا | usly | S | rms | h | u and | yo | thers. | round | Marthana | ot | aro | you | you | double mix | 3 | Smoking | Smokin | seriously | seriously | harms | harms | you and | you and | others | others | around | around | you | you | double mix | MARLBORO | Double Mix | 600's | AED 361 | USD 100.28 | www.dubaidutyfree.com | and | double | mix | Double | Mix | AED | 361 | USD | 100.28,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001nIyAuUAK_Image_Response_a0Z4H00000axbUKUAY,and | For | ED | Special | FRMPUTER | O. | - | ACONSETENT | ORT | FROMETART TORNER | - | da | de | - | - | - | CARTONES | Smoking | Marlboro | seriously harms | BET | EN | you and others | FOR ADULT | around you | USE ONLY | - | O. | - | - | - - | FBC | - | - | - | - | Q | FIRM FLTER | M | A CONSENT | www | e | AVIA | FROMSTARTTOPHIN | - | I | FILTER | SMOK | FROM | TART | Marsharn | FRANTHERENO | FIRM | FROM TO | ENCE | I | du | Smoking | kills | MARLBORO | Red | 400's | AED 244 | USD 67.78 | www.dubardutyfree.com | MUI IDUI U | gold | seriously | harms | you | others | around | AED | 244 | USD | 67.78,MARLBORO MIX,MARLBORO ONE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO,MARLBORO PRIME,MARLBORO TOUCH
00PdP000006BT1dUAG_Image_Response_a0Z4H00000axbUMUAY,SMOKE | SMELL | CONTROL | Mariboro | Smoking | seriously harms | you and others | around you | VISTA | tropical splash | SMOKE | SMELL | CONTROL | Marlboro | Smoking | kills | VISTA | tropical splash | SMOKE | SMELL | CONTROL | Marlboro | Smoking | seriously harms | you and others | around you | VISTA | tropical splash | MARLBORO | Vista blossom | 200's | AED 132 | USD 36.67 | www.dubaidutyfree.com | CA | seriously | harms | you | and | others | around | tropical | splash | Vista | blossom | AED | 132 | USD | 36.67,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO TROPICAL SPLASH,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN
00P4H00001lmKmxUAE_Image_Response_a0Z4H00000axbUJUAY,n | w | de | Ма llboro | Smoking | D CARTONS | kills | SELECTED PREMIUM TOBACCOS | na | 3Rd | ManHwau | Smoking | kills | MARLBORO | Red | 600's | SELECTED PREMIUM TOBAC | AED 335 | USD 93.06 | www.dubaidutyfree.com | Smoking | ل | CARTONS | SELECTED | TOBACCOS | PREMIUM | TOBAC | AED | 335 | USD | 93.06,MARLBORO MIX,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO MICRO,MARLBORO PRIME,MARLBORO RED B
00PdP000003m86QUAQ_Image_Response_a0Z4H00000axbULUAY,رون | Marlboro | Smoking | oking | kills | ills | gold | M | SELECTED FINE TOBACCOS | 3 | Martboro | Smoking | kills | gold | MARLBORO | Gold | SELEC | 600's | AED 350 | USD 97.22 | INDER | www.dubaidutyfree.com | ors. | 18 | SELECTED | TOBACCOS | AED | 350 | USD | 97.22,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001mvBSHUA2_Image_Response_a0Z4H00000axbUMUAY,"Cigarette | Elive France | Medition | Smoking | kills | S | RESECTED PREMIUM TOBACCO | 01 tast | In a Soft-Touch pack | Xo | PASTA | way | A consistent taste experience | SAC | Protect | children: don't | make them | breathe | your smoke | SELECTED PREMIUM TOBACCOS | Smoking | is highly | MARLBORO | ОГО | addictive, | Red | don't start | 200's | AED 198.45 | USD 55.12 | flip-top box | www.dubaidutyfree.com | SMART | MART | -SEAL | A consistent taste experience | SEAL | TM | from start to finish. | FIRM FILTER | In a Soft-Touch pack | flip-top box | ROUND TASTE | ng | Smoking | is | PREMIUM | TOBACCO | Soft-Touch | pack | consistent | taste | experience | children: | don't | make | them | your | smoke | SELECTED | TOBACCOS | highly | start | AED | 198.45 | USD | 55.12 | from | finish. | FIRM | FILTER | box | ROUND | TASTE",MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP000006BFA2UAO_Image_Response_a0Z4H00000axbUOUAY,- | UNIO | CARTONS | Smoking | O | Marihoro | kills | touch | touch | CARTONS | Smoking | seriously harms | rms | ers | you and others | n | around you | MARLBORO | Touch | 400's | AED 234 | USD 65.00 | www.dubaidulyfree.com | around you | around you | touch | seriously | harms | you | and | others | around | AED | 234 | USD | 65.00,L&M COOL,L&M LOFT,LARK ONE,NEXT RED,ASSOS RED,DIANA BLU,L&M GREEN,L&M STORM,MERIT ONE,NEXT BLUE
00PdP0000047hh3UAA_Image_Response_a0Z4H00000axbUNUAY,"VAPING | VEEV | SURISIS | now | TEREA | P | TEREA | Works only with ICOS ILUMA | This product is not risk free and | This product is not risk free and | contains nicotine, which is addictive. | contains nicotine, which is addictive. | e. | TEREA | TEREA | Works only with IQOS ILUMA | Works only with IQOS ILUMA | A | d | This product is not risk free and | This product is not risk free and | ive. | contains nicotine, which is addictive. | contains nicotine, which is addictive. | TEREA | A | TEREA | Works only with ICOS ILUMA | ILUMA | Works only with ICOS ILUMA | and | This product is not risk free and | This product | Works | only | with | This | product | not | risk | free | contains | nicotine, | which | addictive. | IQOS | ICOS",L&M RED,LARK FF,SG AZUL,LARK ONE,NEXT RED,ASSOS RED,DIANA BLU,LARK BLUE,NEXT SNAP,ASSOS BLUE
00PdP000006JKPPUA4_Image_Response_a0Z4H00000axbUJUAY,OUT Fult of surprises | SE | ورق | D | ERE | YA٩ | rQ | 1 | Happy | 7double mix | 01 07622100859017 | (21) ERAWV8STNFXJ | TA90404419 | Winthe | Murtborn | Martbe | Smoking | Smoking | Smoking | when pregna | MARLBORO | gnant | when pregnant | harms | Double Mix | S | harms | your baby | 200's | aby | your baby | AED 198.45 | USD 55.12 | when pregnant | www.dubardutyfree.com | your baby | DIAL | when | pregna | pregnant | Double | Mix | your | baby | AED | 198.45 | USD | 55.12,MARLBORO MIX,MARLBORO ONE,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO,MARLBORO PRIME,MARLBORO TOUCH,MARLBORO WHITE
00P4H00001ll5c4UAA_Image_Response_a0Z4H00000axbUNUAY,OR | ADULT USE ONLY | AMENI | PARLIAMENI | MENT | MENI | PARLIAMENT | PARLIAMENT | PARLIAMENT | PARLIAMENT | FOR ADULT USE ONLY | FOR DUTY FREE SALE ONLY | PARLIAMENT | PARLIAMENT | PARLIAMENT | PARLIAMENT | ORIGINAL RECESSED FILTER | ORIGINAL RECESSED FILTER | ORIGINAL RECESSED™ FILTER | RECISSED FILTER | Platinum | Aqua Blue | Aqua Blue | Aqua Blue | vision | AFCESSED'HILTER | ESTD 1931 | ESTD | 1931) | ESTD 1931 | FIFTH AVENUE NEW YORK | FIFTH AVENUE NEW YORK | FIFTH AVENUE | NEW YORK | PARLIAMENT SilverBlue | Tar 1 mg | Sm | Smoking | Smoking | Nicotine 0.1 mg | Smoking | Carbon | cani | mor | I | PARLIAMENT | PARLIAMENT | nd otr | d | hers | you | Silver Blue | ur | a | und У | Aqua Blue | nc | ou | kills | 200's | 200's | AED 134 | AED 134 | USD 37.22 | USD 37.22 | www.dubaidutyfree.com | ADULT | USE | ONLY | FOR | ORIGINAL | FILTER | RECISSED | Aqua | Blue | 1931 | FIFTH | AVENUE | NEW | YORK | Tar | 1 mg | Nicotine | 0.1 mg | Silver | und | AED | 134 | USD | 37.22,NEXT BLUE,BELMONT BLUE,NUMBER 7 BLUE,PARLIAMENT ONE,PARLIAMENT SSL,PARLIAMENT AQUA,PARLIAMENT BLUE,PARLIAMENT CARAT,PARLIAMENT NIGHT,PARLIAMENT HYBRID
00PdP000003lq38UAA_Image_Response_a0Z4H00000axbUOUAY,رات | Smoking | kills | SELECTED TOBACCOS | Mau لأم | Smoki | kills | MARLBORO | Red | ELECTED PREN | 600's | AED 350 | USD 97.22 | www.dubaidutyfree.com | SELECTED | TOBACCOS | ELECTED | AED | 350 | USD | 97.22,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001mOyz0UAC_Image_Response_a0Z4H00000axbURUAY,40t | anniversary | Dallas T | DUTAN DUTY FREE | I | 105m | وي | 40 | Smoking | kills | SELECTED PREMIUM TOBACCOS | 3Rd | Mar thoro | Smoking | seriously | harms | you and | others | around | CT | MARLBORO | you | - | Red | 600s | AED 335 | USD 93.06 | www.dubardutyfree.com | ER | e do not sell tobacco or nicotine III any TOTIII LO minor S. | 18 | DUTY | SELECTED | PREMIUM | TOBACCOS | and | AED | 335 | USD | 93.06 | not | sell | tobacco | any,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO RED B,MARLBORO TOUCH
00PdP000000vuOsUAI_Image_Response_a0Z4H00000axbUNUAY,2 | Smoking | 540 | Marlborn | seriously harms | you and others | around you | - | gold | CARTONS | Marlboro | Smoking | kills | MARLBORO | Gold | 400s | AED 244 | USD 67.78 | www.dubardutyfree.com | CART ONS | Marmoro | seriously | harms | you | and | others | around | AED | 244 | USD | 67.78,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO,MARLBORO PRIME
00P4H00001mvAruUAE_Image_Response_a0Z4H00000axbUKUAY,"Works only with IC | TERE | EREA | SILVER | y with IQOS ILUMA | TEREA | TEREA | SILVER | Turquoise | DDF | only with IQOS ILUMA | 200's | DDF | AED 150 | USD 41.67 | www.dubaidutyfree.com | TEREA | SILVER | TERENA | TEREA | rks only with IQOS ILUMA | TURQUOISE | URQUOI | Works only with IDOSILUMA | Works only with IQOB ILUMA | TEREA | TEREA | SILVER | TEREAT | TURQUOISES | Works only with IQOS ILUMA | URQUOIS | Works only with IQOE ILUMA | Works only with IDOB ILUMA | Works only with IQOS ILUMA | TEREA | TEREA | SILVER, | URQUOIS | XLURQUOI | TEREA | Works only with 100% ILUMA | Works only with IDOBILUMA | В | 20 | TEREA | TEREA | TEREAT | SILVER | URQUOISE | AE | URQUOI | Works only with | Works | only | with | IQOS | ILUMA | AED | 150 | USD | 41.67 | rks",BELMONT SILVER,ROOFTOP SILVER,MARLBORO SILVER,L&M SILVER LABEL,PARLIAMENT SILVER,L&M SILVER LABEL CWB,MARLBORO GOLD SILVER,MARLBORO SILVER BLUE,L&M SILVER BLUE LABEL,LONGBEACH FINE SILVER
00PdP000000vvMZUAY_Image_Response_a0Z4H00000axbUKUAY,CARTONS | DUERI BUTY FREE | HAPPY | J | Smoking clogs | 21 | the arteries | SMART | -SEAL | and causes | heart attacks | flip-top box | and strokes | CARTONS | Smoking | when pregnant | harms | your baby | PRELECTED PREMIUM TOBACCOS | du | Smoking | kills | MARLBORO | SE | TED TO | Red | 400's | AED 244 | USD 67.78 | www.dubaidutyfree.com | gold | clogs | the | arteries | and | causes | heart | attacks | strokes | when | pregnant | your | baby | PREMIUM | TOBACCOS | TED | AED | 244 | USD | 67.78,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001nIdvbUAC_Image_Response_a0Z4H00000axbUNUAY,Smoking | Smoking | seriously harms | 0 | kills | you and others | around you | Manthoro | silver blue | Smoking | Smokir | seriously harms | you and others | around you | Marlboro | kills | silver blue | Marlboro | kills | Maulluro | Smokin | Smoking | seriously h | you and ot | around yo | silver blue | Smoking | kills | Martboro | Smokin | kills | silver blue | MARLBORO | Silver Blue | 200's | AED 128 | USD 35.56 | www.dubardutyfree.com | seriously | harms | you | and | others | around | silver | blue | Silver | Blue | AED | 128 | USD | 35.56,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001lkrLcUAI_Image_Response_a0Z4H00000axbUKUAY,"HEETS | Only for | UMPLE WAVE | IQOS | 3 OUO & aorlier develop | HEETS | This product is not risk free and | ontains nicotine, which is addictive. | Only for | вателла | TURQUOISE SELECTION | IQOS | Only for | 3 DUO & earlier devices | OS | This product is not risk free and | lier devices | contains nicotine, which is addictive. | e and | STEEH | MI ST | dictive. | twis | blogno | sua | bloqner 12 UOS yek | HEETS | STE | IQ | O & earl | HEETS | HEETS | free | Only for | PURPLE WAVE | IC | TURQUOISE SELECTION | S adc | IQOS | 3 DUO & ear | 3 DUO & earlier devices | This product is not risk free | This product is not risk free and | contains | WAVE | This | product | not | risk | and | nicotine, | which | addictive. | Only | for | TURQUOISE | SELECTION | DUO | earlier | devices | lier | PURPLE | adc",MARLBORO PURPLE,BOND STREET BLUE SELECTION,PHILIP MORRIS SELECTION RED,PHILIP MORRIS SELECTION BLUE,BOND STREET ORIGINAL SELECTION,MARLBORO PURPLE BURST,L&M FORWARD,ASSOS RED,MARLBORO VISTA PURPLE FUSION,MARLBORO DOUBLE FUSION PURPLE
00PdP000001yGcYUAU_Image_Response_a0Z4H00000axbURUAY,CARTONS | Harlauro | Smoking | seriously harms | you and others | around you | touch | CARTONS | Smoking | seriously harms | MARLBORO | nd you | Touch | tou | 400's | AED 234 | USD 65.00 | www.dubaidutyfree.com | Martboro | serousiy narms | you and others | around you | touch | Mar | Marlboro | Maelboro | CASTONS | ns | Smoking | ously harms | CARTONS | and others | Mar | around you | Smoking | - | de | - | kills | - | my | Marmoro | touch | moking | CARTONS | usly harms | Smoking | and others | seriously harms | round you | Martboro | you and others | around you | touch | seriously | harms | you | and | others | around | AED | 234 | USD | 65.00 | ously | usly | round,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
