TERM,TERM_TYPE,TERM_LENGTH
FAST,BRAND_FAMILY,4
YUZHNYE,BRAND_FAMILY,7
BORN,BRAND_FAMILY,4
SMS,BRAND_FAMILY,3
CAP CORSE,BRAND_FAMILY,9
SKYLITE,BRAND_FAMILY,7
KRYSTOF KOLUMBUS,BRAND_FAMILY,16
KERANIS,BRAND_FAMILY,7
ASCONA,BRAND_FAMILY,6
ONICO,BRAND_FAMILY,5
MAZURSKIE,BRAND_FAMILY,9
SPETSNAZ,BRAND_FAMILY,8
MOSKOVSKIE,BRAND_FAMILY,10
TECOMAS,BRAND_FAMILY,7
ABHU,BRAND_FAMILY,4
N 80,BRAND_FAMILY,4
GOLD VIRGIN,BRAND_FAMILY,11
RECOR,BRAND_FAMILY,5
TRAPER,BRAND_FAMILY,6
GANDRUNG,BRAND_FAMILY,8
GOLDEN WEST,BRAND_FAMILY,11
KNYAZ,BRAND_FAMILY,5
GURLEEN,BRAND_FAMILY,7
HUMMING TIME,BRAND_FAMILY,12
SHASHA,BRAND_FAMILY,6
GALLATIS,BRAND_FAMILY,8
459,BRAND_FAMILY,3
AMBAR (BEER),BRAND_FAMILY,12
FILTOL,BRAND_FAMILY,6
WALI,BRAND_FAMILY,4
LA AURORA,BRAND_FAMILY,9
WINSTON,BRAND_FAMILY,7
FRED,BRAND_FAMILY,4
PONS,BRAND_FAMILY,4
ROLLED,BRAND_FAMILY,6
JPS,BRAND_FAMILY,3
VARIEDADES (FOOD ),BRAND_FAMILY,18
INDY,BRAND_FAMILY,4
STYLE,BRAND_FAMILY,5
KAPITAN,BRAND_FAMILY,7
ICEL,BRAND_FAMILY,4
ALAIN DELON,BRAND_FAMILY,11
ZYN BY IQOS,BRAND_FAMILY,11
NEO PODS,BRAND_FAMILY,8
DON JULIAN,BRAND_FAMILY,10
ATENEU,BRAND_FAMILY,6
STIX,BRAND_FAMILY,4
SELECTA,BRAND_FAMILY,7
SAX,BRAND_FAMILY,3
VERMONT,BRAND_FAMILY,7
CONFETI (FOOD ),BRAND_FAMILY,15
MARISE,BRAND_FAMILY,6
HYLA,BRAND_FAMILY,4
DON CORLEONE,BRAND_FAMILY,12
MT. HALLA,BRAND_FAMILY,9
NAZIONALI,BRAND_FAMILY,9
SAN MARINO,BRAND_FAMILY,10
MISTRAL,BRAND_FAMILY,7
CRUE PIERRE HENRI,BRAND_FAMILY,17
OBESTER,BRAND_FAMILY,7
HONGMEI (YU XI),BRAND_FAMILY,15
PLOOM S,BRAND_FAMILY,7
FEST,BRAND_FAMILY,4
KRAKOWSKIE,BRAND_FAMILY,10
HALF AND HALF,BRAND_FAMILY,13
ROMANTIC,BRAND_FAMILY,8
GOLD MINE,BRAND_FAMILY,9
PINARES,BRAND_FAMILY,7
VIS,BRAND_FAMILY,3
VIRGINIA GOLD,BRAND_FAMILY,13
NEW YORK,BRAND_FAMILY,8
MAGIC,BRAND_FAMILY,5
CRAMER,BRAND_FAMILY,6
MECCARILLOS,BRAND_FAMILY,11
NASHA SAMARA,BRAND_FAMILY,12
XXX,BRAND_FAMILY,3
EASTON,BRAND_FAMILY,6
MEINE HAUSMARKE,BRAND_FAMILY,15
EASYROL,BRAND_FAMILY,7
BULLS&BEARS,BRAND_FAMILY,11
UBBS,BRAND_FAMILY,4
PETROVICH,BRAND_FAMILY,9
PACK,BRAND_FAMILY,4
BISTRO,BRAND_FAMILY,6
HAPP BAR,BRAND_FAMILY,8
MAREB,BRAND_FAMILY,5
JOE MA JOE,BRAND_FAMILY,10
VALAS,BRAND_FAMILY,5
GUDANG GUNUNG,BRAND_FAMILY,13
MUSE,BRAND_FAMILY,4
L&M,BRAND_FAMILY,3
CYRIA,BRAND_FAMILY,5
IQOS,BRAND_FAMILY,4
GOLD MOUNT,BRAND_FAMILY,10
SONAR,BRAND_FAMILY,5
SMOK,BRAND_FAMILY,4
RELX,BRAND_FAMILY,4
VIKING,BRAND_FAMILY,6
CALUME,BRAND_FAMILY,6
21 VEK,BRAND_FAMILY,6
DOWNTOWN,BRAND_FAMILY,8
DESUMA,BRAND_FAMILY,6
GLADSTONE,BRAND_FAMILY,9
PATRIOT,BRAND_FAMILY,7
XTREME,BRAND_FAMILY,6
TREND,BRAND_FAMILY,5
SCHIMMELPENNINCK,BRAND_FAMILY,16
SNOWMAN,BRAND_FAMILY,7
CHELSEA,BRAND_FAMILY,7
MILL,BRAND_FAMILY,4
GRUNWALD,BRAND_FAMILY,8
DAHUITANG,BRAND_FAMILY,9
VILLA,BRAND_FAMILY,5
MILDE 5,BRAND_FAMILY,7
CHEVELEFF,BRAND_FAMILY,9
ISTANA ROYAL,BRAND_FAMILY,12
RELAX,BRAND_FAMILY,5
PRIVATE STOCK,BRAND_FAMILY,13
BOULE NATIONALE,BRAND_FAMILY,15
GOLDEN EAGLE,BRAND_FAMILY,12
GOOD TIMES,BRAND_FAMILY,10
BIGUL,BRAND_FAMILY,5
CZART,BRAND_FAMILY,5
KARELIA (TMO) 999,BRAND_FAMILY,17
AMERICAN JAZZ,BRAND_FAMILY,13
BELLE,BRAND_FAMILY,5
FADILLAH,BRAND_FAMILY,8
BOGATSTVO SIBIRI,BRAND_FAMILY,16
FREEMAN & WILDE,BRAND_FAMILY,15
POSEIDON,BRAND_FAMILY,8
OK!,BRAND_FAMILY,3
LANCY (FOOD ),BRAND_FAMILY,13
SAM SOE,BRAND_FAMILY,7
GUARDS,BRAND_FAMILY,6
GREEN SEAL,BRAND_FAMILY,10
JINGGA LAMA,BRAND_FAMILY,11
HEETS,BRAND_FAMILY,5
OPTIMA,BRAND_FAMILY,6
LIDER,BRAND_FAMILY,5
CREDO,BRAND_FAMILY,5
MORELLO,BRAND_FAMILY,7
HAANTJE,BRAND_FAMILY,7
CLUB CUT,BRAND_FAMILY,8
DIBORO,BRAND_FAMILY,6
BRAVO,BRAND_FAMILY,5
NOW,BRAND_FAMILY,3
BLUE DIAMOND,BRAND_FAMILY,12
MALIK MONTANA STANDARD,BRAND_FAMILY,22
YOPSEL MOPSEL,BRAND_FAMILY,13
M MINI,BRAND_FAMILY,6
ALAS,BRAND_FAMILY,4
RICHLAND,BRAND_FAMILY,8
DISQUE D'OR,BRAND_FAMILY,11
JOC,BRAND_FAMILY,3
PUFFMI,BRAND_FAMILY,6
KRUGER,BRAND_FAMILY,6
LONGBEACH MOMENTS,BRAND_FAMILY,17
PAMPA,BRAND_FAMILY,5
TYCOON,BRAND_FAMILY,6
TROYA,BRAND_FAMILY,5
TAY DO,BRAND_FAMILY,6
BOMB,BRAND_FAMILY,4
ROUND UP,BRAND_FAMILY,8
HOLLAND ART,BRAND_FAMILY,11
NEWLAND,BRAND_FAMILY,7
XQS,BRAND_FAMILY,3
SENI,BRAND_FAMILY,4
AIR FRANCE,BRAND_FAMILY,10
FLA FLA,BRAND_FAMILY,7
PARI PANDA,BRAND_FAMILY,10
BERING,BRAND_FAMILY,6
INFINITY,BRAND_FAMILY,8
OTAMAN,BRAND_FAMILY,6
JXB,BRAND_FAMILY,3
MYMILANO,BRAND_FAMILY,8
NEXT BY CHESTERFIELD,BRAND_FAMILY,20
MASSACRE,BRAND_FAMILY,8
LOWENPRISE,BRAND_FAMILY,10
LASER,BRAND_FAMILY,5
RANCHO,BRAND_FAMILY,6
PILOT,BRAND_FAMILY,5
SERRAGLIO,BRAND_FAMILY,9
SUPER KOOL (FOOD ),BRAND_FAMILY,18
ECHO,BRAND_FAMILY,4
YOOZ,BRAND_FAMILY,4
MAIN,BRAND_FAMILY,4
CAINES,BRAND_FAMILY,6
FLINT,BRAND_FAMILY,5
STEELS,BRAND_FAMILY,6
METRO,BRAND_FAMILY,5
WHITE OWL BLACK SWEETS,BRAND_FAMILY,22
HELOS,BRAND_FAMILY,5
TABANA,BRAND_FAMILY,6
PETER JACKSON SELECT BLEND,BRAND_FAMILY,26
ALMAS,BRAND_FAMILY,5
GREEN SPOT,BRAND_FAMILY,10
DIAZ,BRAND_FAMILY,4
DOLNA,BRAND_FAMILY,5
PERILLY,BRAND_FAMILY,7
DELPHI,BRAND_FAMILY,6
ESPECIAL,BRAND_FAMILY,8
GOLCONDA,BRAND_FAMILY,8
CONFERENCE,BRAND_FAMILY,10
DEL PRADO,BRAND_FAMILY,9
CAPINHA,BRAND_FAMILY,7
235,BRAND_FAMILY,3
KASTOR,BRAND_FAMILY,6
WIND TAIL,BRAND_FAMILY,9
CALIPSO,BRAND_FAMILY,7
KITO,BRAND_FAMILY,4
FRESH,BRAND_FAMILY,5
ROSTOV NO. 250,BRAND_FAMILY,14
HELIOS,BRAND_FAMILY,6
LIGHT 5,BRAND_FAMILY,7
WEDKARSKI,BRAND_FAMILY,9
CRATER,BRAND_FAMILY,6
MIRSKY ZAMAK,BRAND_FAMILY,12
FARGO,BRAND_FAMILY,5
RED DOG,BRAND_FAMILY,7
MINE,BRAND_FAMILY,4
MACDONALD MENTHOL,BRAND_FAMILY,17
BORODINO,BRAND_FAMILY,8
HEATSTICKS,BRAND_FAMILY,10
BOLERO,BRAND_FAMILY,6
FLOW,BRAND_FAMILY,4
AKHTAMAR,BRAND_FAMILY,8
SPA,BRAND_FAMILY,3
CARIBBEAN BLEND,BRAND_FAMILY,15
RED RUBY,BRAND_FAMILY,8
MAYOR,BRAND_FAMILY,5
DEURALI,BRAND_FAMILY,7
NATION BOLD,BRAND_FAMILY,11
ALBANO,BRAND_FAMILY,6
DELIA,BRAND_FAMILY,5
BOWLING GOLD,BRAND_FAMILY,12
MEDICATED NO.99,BRAND_FAMILY,15
MORTIMER,BRAND_FAMILY,8
HARUM MAS,BRAND_FAMILY,9
ENVI,BRAND_FAMILY,4
BALMORAL,BRAND_FAMILY,8
ZYN BY SAMPOERNA,BRAND_FAMILY,16
CHENGDU,BRAND_FAMILY,7
PROMORE,BRAND_FAMILY,7
DALAT,BRAND_FAMILY,5
VEGAS,BRAND_FAMILY,5
ORANG SETIA,BRAND_FAMILY,11
GUMS (FOOD),BRAND_FAMILY,11
SUVOROV,BRAND_FAMILY,7
URTA,BRAND_FAMILY,4
BURNERS,BRAND_FAMILY,7
FEAST,BRAND_FAMILY,5
BRIDGEWAY,BRAND_FAMILY,9
MCBAREN,BRAND_FAMILY,7
ZLATNI DUHAN,BRAND_FAMILY,12
OLYMPIA,BRAND_FAMILY,7
U.S.A.,BRAND_FAMILY,6
COOLTIPT,BRAND_FAMILY,8
HOMOGENIZED CLOVES,BRAND_FAMILY,18
SUPER LIGHT,BRAND_FAMILY,11
PRIMORSKIE,BRAND_FAMILY,10
FIRRAS,BRAND_FAMILY,6
25 PRIMA,BRAND_FAMILY,8
CARBON,BRAND_FAMILY,6
ECHTE HOLLANDSE,BRAND_FAMILY,15
MYNHEER,BRAND_FAMILY,7
VERSO,BRAND_FAMILY,5
VOLODYA,BRAND_FAMILY,7
OSBORNE PRINCESS,BRAND_FAMILY,16
SUN MOON,BRAND_FAMILY,8
INSTARK,BRAND_FAMILY,7
VINATABA,BRAND_FAMILY,8
AROMA,BRAND_FAMILY,5
GOLF,BRAND_FAMILY,4
HARMONIA,BRAND_FAMILY,8
RUSSIAN MONARKH,BRAND_FAMILY,15
WILLEM,BRAND_FAMILY,6
CORA,BRAND_FAMILY,4
TIM,BRAND_FAMILY,3
CABE RAWIT,BRAND_FAMILY,10
QUERCUS,BRAND_FAMILY,7
SPLOD (FOOD ),BRAND_FAMILY,13
BISONTE,BRAND_FAMILY,7
IGEN,BRAND_FAMILY,4
MILFORD,BRAND_FAMILY,7
OKI,BRAND_FAMILY,3
STROGANOFF,BRAND_FAMILY,10
E-MOCNE,BRAND_FAMILY,7
CAP SEMI,BRAND_FAMILY,8
STAFF LIGHT,BRAND_FAMILY,11
FONTANARES,BRAND_FAMILY,10
RRP COMBINED TOB ROD,BRAND_FAMILY,20
MAI,BRAND_FAMILY,3
SUAVES,BRAND_FAMILY,6
ATC,BRAND_FAMILY,3
5PIPES,BRAND_FAMILY,6
BACH MA,BRAND_FAMILY,7
FJODOR,BRAND_FAMILY,6
RIOT BAR,BRAND_FAMILY,8
RED ROOSTER,BRAND_FAMILY,11
BEACH LIFE,BRAND_FAMILY,10
MBAR,BRAND_FAMILY,4
AMERICAN TREND,BRAND_FAMILY,14
PRE-BLEND,BRAND_FAMILY,9
JEEP,BRAND_FAMILY,4
RRP CONVERTED TOB SUBSTRATE,BRAND_FAMILY,27
5 GULLIVERS,BRAND_FAMILY,11
VIRGINIA S. ICEPEARL6 MNT 100,BRAND_FAMILY,29
SUGUS (FOOD ),BRAND_FAMILY,13
(BEIGE),BRAND_DIFFERENTIATOR,7
COMPACT BLUE,BRAND_DIFFERENTIATOR,12
ICE BLAST (2.0),BRAND_DIFFERENTIATOR,15
ZWAAR,BRAND_DIFFERENTIATOR,5
BLUNT XTRA GRAPE,BRAND_DIFFERENTIATOR,16
GUMMY BEAR 0MG,BRAND_DIFFERENTIATOR,14
EVOLUTION 1MG,BRAND_DIFFERENTIATOR,13
GOLD (OPTIMA),BRAND_DIFFERENTIATOR,13
BLACK RUBY MENTHOL,BRAND_DIFFERENTIATOR,18
CITRUS S2,BRAND_DIFFERENTIATOR,9
WHITE MINT (2.0),BRAND_DIFFERENTIATOR,16
SELECTA,BRAND_DIFFERENTIATOR,7
BLUE ICE 0%,BRAND_DIFFERENTIATOR,11
SPEARMINT WHITE S2,BRAND_DIFFERENTIATOR,18
MINERA LE,BRAND_DIFFERENTIATOR,9
NANO (SILVER),BRAND_DIFFERENTIATOR,13
REAL REGULAR,BRAND_DIFFERENTIATOR,12
BLUE LABEL (NON TRAVEL),BRAND_DIFFERENTIATOR,23
REDEFINED BLACK,BRAND_DIFFERENTIATOR,15
REALLY BLUEBERRY,BRAND_DIFFERENTIATOR,16
RED XL,BRAND_DIFFERENTIATOR,6
COMPACT BLUE 3,BRAND_DIFFERENTIATOR,14
NOW MARIGOLD 1.8%,BRAND_DIFFERENTIATOR,17
NB PEACH,BRAND_DIFFERENTIATOR,8
MANGO 2%,BRAND_DIFFERENTIATOR,8
VOL,BRAND_DIFFERENTIATOR,3
FRESH S3,BRAND_DIFFERENTIATOR,8
BRAZMALLOWS,BRAND_DIFFERENTIATOR,11
PRIME OBSIDIAN BLACK,BRAND_DIFFERENTIATOR,20
MARINE BLUE,BRAND_DIFFERENTIATOR,11
TROPICAL,BRAND_DIFFERENTIATOR,8
821 BLUE,BRAND_DIFFERENTIATOR,8
LONDON TWILIGHT,BRAND_DIFFERENTIATOR,15
PASSION FRUIT,BRAND_DIFFERENTIATOR,13
PREMIUM BLUE,BRAND_DIFFERENTIATOR,12
ALLROUND RED,BRAND_DIFFERENTIATOR,12
SILVER(3.0 CC),BRAND_DIFFERENTIATOR,14
BAMBOO,BRAND_DIFFERENTIATOR,6
DOOR PEWTER,BRAND_DIFFERENTIATOR,11
CORAL PINK 1.8%,BRAND_DIFFERENTIATOR,15
NANOTEK TITANIUM,BRAND_DIFFERENTIATOR,16
ICY BLACKCURRANT S4,BRAND_DIFFERENTIATOR,19
OPTIMA,BRAND_DIFFERENTIATOR,6
BLACK MENTHOL 8,BRAND_DIFFERENTIATOR,15
SMOOTH 6MG,BRAND_DIFFERENTIATOR,10
SFTEX DOOR CALM CLAY,BRAND_DIFFERENTIATOR,20
CARAMEL,BRAND_DIFFERENTIATOR,7
TARO ICE CREAM 2%,BRAND_DIFFERENTIATOR,17
BLUE SMOOTH,BRAND_DIFFERENTIATOR,11
PRO-NEX SUPER LIGHTS,BRAND_DIFFERENTIATOR,20
VANILLA STRAWBERRY 20MG,BRAND_DIFFERENTIATOR,23
MULTIVITAMINE 20MG,BRAND_DIFFERENTIATOR,18
P (BLUE),BRAND_DIFFERENTIATOR,8
BLACK MINT STRONG 9.5MG,BRAND_DIFFERENTIATOR,23
CLASSIC ICE BURST,BRAND_DIFFERENTIATOR,17
CABIN RED 1,BRAND_DIFFERENTIATOR,11
ORIGINAL (BLACK),BRAND_DIFFERENTIATOR,16
SAMODRA,BRAND_DIFFERENTIATOR,7
BLACK AMBROSIA MIXTURE,BRAND_DIFFERENTIATOR,22
BLUE CRUSH,BRAND_DIFFERENTIATOR,10
EGO POD,BRAND_DIFFERENTIATOR,7
BLACK ORIGINAL S3,BRAND_DIFFERENTIATOR,17
EXTRA WHITE SLIMS,BRAND_DIFFERENTIATOR,17
COLA 20MG,BRAND_DIFFERENTIATOR,9
FRESH MINT MEDIUM,BRAND_DIFFERENTIATOR,17
BLUE CAPSULE,BRAND_DIFFERENTIATOR,12
SILVER+FIRMER FEEL FILTER,BRAND_DIFFERENTIATOR,25
JUBILAUMSCIGARETTE,BRAND_DIFFERENTIATOR,18
LBS BANA,BRAND_DIFFERENTIATOR,8
BALANCED FLAVOR,BRAND_DIFFERENTIATOR,15
ROYALS SUPERKINGS (BLUE),BRAND_DIFFERENTIATOR,24
SPIRITS 8,BRAND_DIFFERENTIATOR,9
TNT S5,BRAND_DIFFERENTIATOR,6
CORTOS FINO GOLD,BRAND_DIFFERENTIATOR,16
POLAR MENTHOL,BRAND_DIFFERENTIATOR,13
SHUN,BRAND_DIFFERENTIATOR,4
IMPULSE BLUE,BRAND_DIFFERENTIATOR,12
PACIFIC GREEN,BRAND_DIFFERENTIATOR,13
VIVID TERRACOTTA,BRAND_DIFFERENTIATOR,16
NATURAL FLAVOR (RED),BRAND_DIFFERENTIATOR,20
EXTRA VANILLA,BRAND_DIFFERENTIATOR,13
SYNCHRO,BRAND_DIFFERENTIATOR,7
PINA COLADA 20MG,BRAND_DIFFERENTIATOR,16
ULTIMATE YELLOW,BRAND_DIFFERENTIATOR,15
STARK PORTION S3,BRAND_DIFFERENTIATOR,16
DRAGON FRUIT,BRAND_DIFFERENTIATOR,12
SKY BLUE LONGS,BRAND_DIFFERENTIATOR,14
LUSH ICE 9K,BRAND_DIFFERENTIATOR,11
EUCALYPTUS LEMON 1.8%,BRAND_DIFFERENTIATOR,21
3 STAR,BRAND_DIFFERENTIATOR,6
LOWIT MIXED BERRIES 2%,BRAND_DIFFERENTIATOR,22
ANGRY VAPE FURY,BRAND_DIFFERENTIATOR,15
DOUBLE WATERMELON AND MINT,BRAND_DIFFERENTIATOR,26
XSPHERE FRESH,BRAND_DIFFERENTIATOR,13
MUSCAT GREEN OPTION,BRAND_DIFFERENTIATOR,19
BLUE FUTURA 8,BRAND_DIFFERENTIATOR,13
FINE GREEN PLUS,BRAND_DIFFERENTIATOR,15
OPTIMUM CRUSH FRESH,BRAND_DIFFERENTIATOR,19
LOUNGE BLUE,BRAND_DIFFERENTIATOR,11
JOLLY,BRAND_DIFFERENTIATOR,5
SUNSHINE AROMA,BRAND_DIFFERENTIATOR,14
AROMA PEACH,BRAND_DIFFERENTIATOR,11
EVOKE (GOLD),BRAND_DIFFERENTIATOR,12
DUO FOLIO PINK,BRAND_DIFFERENTIATOR,14
600 MENTHOL 2% 2ML,BRAND_DIFFERENTIATOR,18
VIOLET LICORICE 11MG,BRAND_DIFFERENTIATOR,20
CLICK ICE,BRAND_DIFFERENTIATOR,9
SUPA SAWA LIME 8,BRAND_DIFFERENTIATOR,16
PLUS LIGHTS,BRAND_DIFFERENTIATOR,11
COSMIC BERRIES S7,BRAND_DIFFERENTIATOR,17
LOWIT 5500 JUICY PEACH 2%,BRAND_DIFFERENTIATOR,25
CREME NOIR,BRAND_DIFFERENTIATOR,10
CBD VAPE SOUR APPLE BLAST 3%,BRAND_DIFFERENTIATOR,28
CLICK 1871,BRAND_DIFFERENTIATOR,10
SWEET 9MG,BRAND_DIFFERENTIATOR,9
HD TASTE MENTHOL 1,BRAND_DIFFERENTIATOR,18
NEO (SILVER),BRAND_DIFFERENTIATOR,12
LILAC 0.6,BRAND_DIFFERENTIATOR,9
OBELISK 65 FC,BRAND_DIFFERENTIATOR,13
FIRM FILTER NOIR,BRAND_DIFFERENTIATOR,16
TRIBAL SPLASH PURPLE,BRAND_DIFFERENTIATOR,20
MORENA DE FUEGO,BRAND_DIFFERENTIATOR,15
BAIKAL 1.9%,BRAND_DIFFERENTIATOR,11
LYCHEE ICE 0MG,BRAND_DIFFERENTIATOR,14
SKY TITLE,BRAND_DIFFERENTIATOR,9
BLUE KS,BRAND_DIFFERENTIATOR,7
PINK LEMONADE PINEAPPLE 2%,BRAND_DIFFERENTIATOR,26
STANDARD (BLUE),BRAND_DIFFERENTIATOR,15
ORIGINAL S2,BRAND_DIFFERENTIATOR,11
SAPPHIRE BLUE,BRAND_DIFFERENTIATOR,13
SUPER SUAVE,BRAND_DIFFERENTIATOR,11
(WHITE-GREEN),BRAND_DIFFERENTIATOR,13
FRESCURA EXTREMA,BRAND_DIFFERENTIATOR,16
BLUEBERRY BUBBLEGUM 20MG,BRAND_DIFFERENTIATOR,24
FLAVOR MIX (FWD),BRAND_DIFFERENTIATOR,16
PRIME BREEZE BLUE,BRAND_DIFFERENTIATOR,17
BERRY WATERMELON 3%,BRAND_DIFFERENTIATOR,19
BLEND 37,BRAND_DIFFERENTIATOR,8
MENTHOL 50% MORE,BRAND_DIFFERENTIATOR,16
FLAME,BRAND_DIFFERENTIATOR,5
SOLID 2.0 PLUS STONE GREY,BRAND_DIFFERENTIATOR,25
TURBO DRIVE SILVER,BRAND_DIFFERENTIATOR,18
SUPERKINGS RED,BRAND_DIFFERENTIATOR,14
DRY MENTHOL 8 (2.5),BRAND_DIFFERENTIATOR,19
NANOKINGS SILVER,BRAND_DIFFERENTIATOR,16
SPECTRA,BRAND_DIFFERENTIATOR,7
BERRY FRESH S2,BRAND_DIFFERENTIATOR,14
ICE BLAST CAPSULE,BRAND_DIFFERENTIATOR,17
SLEEVE PLUS MAJESTIC PURPLE,BRAND_DIFFERENTIATOR,27
GREEN LABEL COOL,BRAND_DIFFERENTIATOR,16
ICE COLD POWER,BRAND_DIFFERENTIATOR,14
BLACKBERRY ICE 20MG,BRAND_DIFFERENTIATOR,19
FACTORY BATCH II S3,BRAND_DIFFERENTIATOR,19
STRAWBERRY TANGERINE 20MG,BRAND_DIFFERENTIATOR,25
PURPLE MENTHOL,BRAND_DIFFERENTIATOR,14
MELLOW TOBACCO MEDIUM,BRAND_DIFFERENTIATOR,21
SENORITA CHERRY,BRAND_DIFFERENTIATOR,15
SOLID ES MINT,BRAND_DIFFERENTIATOR,13
MINT 20ML,BRAND_DIFFERENTIATOR,9
MICRO100 (5MG2.0),BRAND_DIFFERENTIATOR,17
CLASSIC TOBACCO MEDIUM,BRAND_DIFFERENTIATOR,22
ORIGINAL LIGHTS,BRAND_DIFFERENTIATOR,15
MOJITO NIGHTS,BRAND_DIFFERENTIATOR,13
EVOLVE RED,BRAND_DIFFERENTIATOR,10
APPLE LEMON,BRAND_DIFFERENTIATOR,11
NATURALS,BRAND_DIFFERENTIATOR,8
SMART SERCLA STARS,BRAND_DIFFERENTIATOR,18
BLONDES SUPER LIGHTS,BRAND_DIFFERENTIATOR,20
BOOST 5,BRAND_DIFFERENTIATOR,7
MINT ICE ESSENTIAL 1500,BRAND_DIFFERENTIATOR,23
SMASHED ICE S4,BRAND_DIFFERENTIATOR,14
OF LONDON SMOOTH GOLD,BRAND_DIFFERENTIATOR,21
REACH FOR MORE RED,BRAND_DIFFERENTIATOR,18
RELAX,BRAND_DIFFERENTIATOR,5
VENTURE GOLDEN,BRAND_DIFFERENTIATOR,14
FORTUNA (BLUE),BRAND_DIFFERENTIATOR,14
NANO CRAVO,BRAND_DIFFERENTIATOR,10
CHANGE COOLIPS,BRAND_DIFFERENTIATOR,14
TOP BLEND,BRAND_DIFFERENTIATOR,9
FRESH S4,BRAND_DIFFERENTIATOR,8
ORANGE ORANGEADE 20MG,BRAND_DIFFERENTIATOR,21
SIL SLEEVE SERENE PINK,BRAND_DIFFERENTIATOR,22
1ST,BRAND_DIFFERENTIATOR,3
PRO PEACH,BRAND_DIFFERENTIATOR,9
BIANCHE,BRAND_DIFFERENTIATOR,7
ORIENTAL SUN,BRAND_DIFFERENTIATOR,12
NANOKINGS WHITE,BRAND_DIFFERENTIATOR,15
DEUX A PORTER,BRAND_DIFFERENTIATOR,13
NEW GREEN,BRAND_DIFFERENTIATOR,9
SLEEK LIGHT GREY,BRAND_DIFFERENTIATOR,16
WIRE WHITE S5,BRAND_DIFFERENTIATOR,13
XSTYLE RED,BRAND_DIFFERENTIATOR,10
BLUE RAZZ BULL 0MG,BRAND_DIFFERENTIATOR,18
N.Y.,BRAND_DIFFERENTIATOR,4
MINT 12ML,BRAND_DIFFERENTIATOR,9
SAKURA GRAPE,BRAND_DIFFERENTIATOR,12
CARIBBEAN RUM,BRAND_DIFFERENTIATOR,13
STREET,BRAND_DIFFERENTIATOR,6
STRAWBERRY KIWI 5%,BRAND_DIFFERENTIATOR,18
APRICOT ORANGE 1.8%,BRAND_DIFFERENTIATOR,19
VALUE LINE (BLUE),BRAND_DIFFERENTIATOR,17
INFINITY,BRAND_DIFFERENTIATOR,8
SUNSET FUSION,BRAND_DIFFERENTIATOR,13
PRIME BLEND (RED) 64MM,BRAND_DIFFERENTIATOR,22
GOLD CLASS,BRAND_DIFFERENTIATOR,10
KHAKI,BRAND_DIFFERENTIATOR,5
DREAM VALLEY,BRAND_DIFFERENTIATOR,12
LEATHER CLIP BLACK,BRAND_DIFFERENTIATOR,18
PLASTIC CLIP DA MIST,BRAND_DIFFERENTIATOR,20
W-BURST,BRAND_DIFFERENTIATOR,7
NOVO BAR WATERMELON CANDY 6000,BRAND_DIFFERENTIATOR,30
CITRO WAVE,BRAND_DIFFERENTIATOR,10
STRAWBERRY COLA 2%,BRAND_DIFFERENTIATOR,18
BLACK GRIP STYLE,BRAND_DIFFERENTIATOR,16
GREEN APPLE 18MG,BRAND_DIFFERENTIATOR,16
NANO SERIES WHITE,BRAND_DIFFERENTIATOR,17
EXOTIC MANGO 20MG,BRAND_DIFFERENTIATOR,17
PANDAN COFFEE 1.8% 2ML,BRAND_DIFFERENTIATOR,22
RIMFROST S5,BRAND_DIFFERENTIATOR,11
CLASSIC BLOND 0%,BRAND_DIFFERENTIATOR,16
RICHLAND,BRAND_DIFFERENTIATOR,8
PREMIUM BLEND RED,BRAND_DIFFERENTIATOR,17
PRO BLUE RAZZ ICE,BRAND_DIFFERENTIATOR,17
SWIRL ROCKY ROAD,BRAND_DIFFERENTIATOR,16
NANOOK COCO PINEAP STRAW 1.8%,BRAND_DIFFERENTIATOR,29
CHANGE DOUBLE APPLMNT-MANGO,BRAND_DIFFERENTIATOR,27
ALOE MANGO HONEY 20MG,BRAND_DIFFERENTIATOR,21
STRAWBERRY CHEESECAKE 2%,BRAND_DIFFERENTIATOR,24
PROJECT ZERO,BRAND_DIFFERENTIATOR,12
SALMIAK WHITE S4,BRAND_DIFFERENTIATOR,16
NATURAL SILVER,BRAND_DIFFERENTIATOR,14
FLAKE SPECIAL 64MM,BRAND_DIFFERENTIATOR,18
TOFFEE 20MG,BRAND_DIFFERENTIATOR,11
CLIP-ON TRAY SILVER,BRAND_DIFFERENTIATOR,19
CUBA LEAF CIGARILLOS,BRAND_DIFFERENTIATOR,20
3 DOOR BLOSSOM PINK,BRAND_DIFFERENTIATOR,19
AZURE,BRAND_DIFFERENTIATOR,5
DOUCE,BRAND_DIFFERENTIATOR,5
3 DUO IRIDESCENT PURPLE,BRAND_DIFFERENTIATOR,23
STICKS GREEN OPTION,BRAND_DIFFERENTIATOR,19
ICE MENTHOL CRUSH,BRAND_DIFFERENTIATOR,17
BRAZIL BRIGHT,BRAND_DIFFERENTIATOR,13
TREND,BRAND_DIFFERENTIATOR,5
2.4P CAP NATURAL SAND,BRAND_DIFFERENTIATOR,21
OSOBYE,BRAND_DIFFERENTIATOR,6
INBLACK,BRAND_DIFFERENTIATOR,7
ESPECIAL,BRAND_DIFFERENTIATOR,8
