matched_products_per_image.csvIMAGE_ID,RAW_TEXT,BRAND_FAMILIES_FOUND,DIFFERENTIATORS_FOUND,FULL_PRODUCT_MATCHES,CONFIDENCE_SCORE
00PdP0000006mV5UAI_Image_Response_a0Z4H00000axbUNUAY,P  PARLIAMENT  DS  PARLIAMENT  FOR DUTY FREE  PARLIAMENT  PARLTAMENT  P  P  Q  PARLIAMENT  PARLIAMENT  ORIGINAL RECESSED FILTER  ES  AVE  ORIGINAL RECESSED FILTER  SM  SILVER BLUE  RIOUS  SILVER BLUE  OU AN  AROU  ESTD 1931  FIFTH AVENUE  NEW YORK  ESTD 1931  NEW YORK  FIFTH AVENUE  SMOKING  SMOKING  SE  KILL  YOU  PARLIAMENT  SILVER BLUE  200S  AED 139  USD 3861  WWWDUBAIDUTYFREECOM  PARLIAMENT  PARLIAM  PARLIAMENT  PARLIAMENT  SILVER BLUE  AQUA BLUE  SILVER BLUE  SILVER BLUE  SMOKING  FOR  DUTY  FREE  ORIGINAL  RECESSED  FILTER  SILVER  BLUE  ESTD  1931  FIFTH  NEW  YORK  AVENUE  AED  139  USD  3861  AQUA,PARLIAMENT,"AQUA, BLUE, FILTER, ORIGINAL, SILVER",,7
00PdP0000006gB9UAI_Image_Response_a0Z4H00000axbURUAY,LL  MANHORO  SMOKIN  KILLS  FLAVOR MIX  SMOKING  KILLS  FLAVOR MIX  MAILBORN  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  MARLBORO  FLAVOR MIX  200S  AED 132  USD 3667  WWWDUBAIDUTYFREECOM  SMART  A CONSISTENT TASTE EXPERIENCE  SEAL  FROM START TO FINISH  TM  CREFTED FOR  IN A SOFTTOUCH PACK  FIRM FILTER  BEG  EMEL  ROUND TASTE  FLIPTOP BOX  SELECTED FINE TGRAGG  MANHBORO  SMOKING  MAN  KILLS  FLAVOR  MIX  SERIOUSLY  HARMS  YOU  AND  OTHERS  FLAVOR  MIX  AED  132  USD  3667  CONSISTENT  TASTE  EXPERIENCE  FROM  START  FINISH  FOR  SOFTTOUCH  PACK  FILTER  TASTE,MARLBORO,"FILTER, MIX",,4
00PdP0000021rVmUAI_Image_Response_a0Z4H00000axbULUAY,FIRM  FILT  GMO  FROM  TO    SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  SELECTED PREMIUM TOBACCOS  TM  FIRM FILTER  CONSISTENT  SMOKING EXPERIENCE  MARLB  EPA   FROM START TO FINISH  BEAC  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  SELECTED PREMIUM  TOBACCOS  SMOKING  KILLS  MARLBORO  RED  200S  AED 128  USD 3556  WWWDUBARDUTYFREECOM  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  SELECTED  PREMIUM  FILTER  SMOKING  EXPERIENCE  START  FINISH  AED  128  USD  3556,MARLBORO,"FILTER, RED",,4
00PdP000003mElMUAU_Image_Response_a0Z4H00000axbUKUAY,MANHORO  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  VISTA  BLOSSOM FUSION  NAME  SMOKING  MARLBORO  VISTA BLOSSOM FUSION  ITS  200S  VISTA  AED 132  BLOSSOM FUSION  USD 3667  WWWDUBAIDUTYFREECOM  MCUUI  BLOSSOM FUSION  CONTAINS MANTHOL  MARLBORO  BLOSSOM FUSION  MARTBORO  SMOKING  KILLS  M  VISTA  BLOSSOM FUSION  MARLBORO  SMOKING  RO  FUSION  KILLS  M  VISTA  BLOSSOM FUSION  INA  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  BLOSSOM  VISTA  BLOSSOM  FUSION  AED  132  USD  3667,MARLBORO,,,2
00P4H00001lkrG2UAI_Image_Response_a0Z4H00000axbULUAY,SMOKING  SERIOUSLY  HARMS  MARLBORO  YOU AND  OTHERS  AROUND  YOU  DOUBLE ICE  CARTONS  3  SMOKING  SERIOUSLY  HARMS  YOU AND  MIRRHORO  OTHERS  MARI  AROUND  YOU  DOU  DOUBLE ICE  MARLBORO  DOUBLE ICE  600S  AED 346  USD 9311  WWWDUBAIDULYFREECOM  AND  DOUBLE  ICE  DOUBLE  ICE  AED  346  USD,MARLBORO,,,2
00P4H00001mP9RdUAK_Image_Response_a0Z4H00000axbUJUAY,SMOK  MARLBORO  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  MARLHORO  KILLS  AROUND YOU  GOLD  GOLD  MARTHORO  SMOKING  MARTHORO  SERIOUSLY HA  SMOKING  YOU AND OTHE  KILLS  AROUND YOU  GOLD  GOLD  11  SMOKING  MARLBURO  SERIOUSLY HARMS  SMOKING  MARLBORO  DDE  YOU AND OTHERS  KILLS  GOLD  200S  DDI    AROUND YOU  AED 19845  USD 5512  GOLD  WWWDUBARDUTYFREECOM  CARBON  WARMORO  MONOXIDE 7 MG  TAR 6 MG  8 MR  NICOTINE 05 MG  FOR DUTY FREE SALE ONLY  MARLBORO  CARBON  MARLBORO  MONOXIDE 7 MG  MARLHARO  MARLBORO  MARLBORO  MARLBORO  MARLBORO  SMART  MARLBORO  MARLBORO  SMOKING  SMOKING  SERIOUSLY HARMS  SERIOUSLY HARMS  YOU AND OTHERS  YOU AND OTHERS  AROUND YOU  AROUND YOU  GOLD  GOLD  MARLBORO  MARLBORO  SMOKING  SMOKING  SERIOUSLY HARMS  SERIOUSLY HARMS  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  OTHE  AED  19845  USD  5512  MONOXIDE 7  NICOTINE  05 MG  MONOXIDE  7 MG,MARLBORO,GOLD,,3
00P4H00001mup5RUAQ_Image_Response_a0Z4H00000axbUNUAY,  CO  10M  9  LUMA  ARONZE  BRONZE  2  FITEREA  WORKS ONLY  TEREA  Z  WORKS ONLY WITH IQ05 ILUMA  THIS  CONTAIN  BRONZE  BRONZE  TEREA  TEREA  WORKS ONLY WITH IQ05 HUMA  WORKS ONLYWITH ISOS ILUMA  TEREA  CONTAINS  BRONZE  200S  AED 150  USD 4167  WWWDUBAIDUTYFREECOM  WORKS  ONLY  WITH  ILUMA  AED  150  USD  4167,,,,0
00P4H00001nIeE7UAK_Image_Response_a0Z4H00000axbUMUAY,S  OF THE SKIN  ING  MOKING CAUSES AGEING  PHILIP MORRIS  AND  WEL  OW  WILL  WAS WAS PHILIP  PHILIP MORRIS PHILIP MY  PHILIP MORE THE  PHILIP MO  PM  PHINIP MORRE  RIS  PHILIP MILK  PHILIP MORRIS  ILS  SMOKING KILLS  PM  RIS  PHILIP MORRIS  AGEING  SMOKING CAUSES AGEING  N  OF THE SKIN  ORRIS  PHILIP MORRIS  ES AGEING  PHILIP MORRIS  SMOKING KILLS  200S  AED 133  USD 3594  WWWDUBAIDUTYFREECOM  THE  SKIN  MOKING  CAUSES  PHILIP  MORRIS  SMOKING  KILLS  AED  133  USD,PHILIP MORRIS,,,2
00PdP000006BYfdUAG_Image_Response_a0Z4H00000axbUJUAY,RANDOM MIX OF 3 CAPSULES  RANDOM MIX OF 3 CAPSULES  SMOKING  SMOKING  KILLS  KILLS  SOL SHUFFLE  SOL SHUFFLE  RANDOM MIX OF 3 CAPSULES  RANDOM MIX OF 3 CAPSULES  SMOKING  SMOKING  SERIOUSLY HARMS  SERIOUSLY HARMS  VEU AND OTHERS  YOU AND OTHERS  MARLBORO  SOL SHUFFLE  200S  AED 132  USD 3667  NDER  WWWDUBAIDUTYFREECOM  WE DO NOT  TO MINORS  18  AROUND YOU  R  VISTA  SMOKE  SMART  CONTAINS MENTHOL  CONTROL  SEAL  IN CANS DES  RANDOM  MIX  CAPSULES  SOL  SHUFFLE  SERIOUSLY  HARMS  VEU  AND  OTHERS  SHUFFLE  AED  132  USD  3667  NOT  MINORS  AROUND  YOU  CONTAINS  MENTHOL  DES,MARLBORO,"MENTHOL, MIX, SHUFFLE",,5
00P4H00001lmLWEUA2_Image_Response_a0Z4H00000axbUKUAY,6W OL  CARBON  6W GO  2  OFFER  PARL  SMOKING  SIL  ORIGINAL R  PARLIAMENT  AQUA BLUE  KILLS  ESTD  FIFTHAVENU  ORIGINAL RECESSED FILTER  ESTD 1931  FIFTH AVENUE  NEW YORK  2  OFFER  PAR  SMOKING  PARLIAMENT  AQUA BLUE  KILLS  ORIGINAL  ORIGINAL RECESSED FILTER  E  FIFTH AVE  ESTD 1931  FIFTH AVENUE NEW YORK  SMOKING  2  OFFER  PARLIAMENT  PARLIA  SERIOUSLY HARMS  AQUA BLUE  SILVER  YOU AND OTHERS  ORIGINAL RECESSED FILTER  ORIGINAL RECE  OUND YOU  PARLIAMENT  AQUA BLUE  DDF  400S  AED 252  USD 7000  WWWDUBAIDUTYFREECOM  2 OFFER  PARLIAM  PARLIAMENT  SMOKING  SILVER BU  KILLS  FILTER  1931  FIFTH  NEW  YORK  AQUA  BLUE  AVE  SERIOUSLY  HARMS  YOU  AND  OTHERS  RECE  AED  252  USD  7000,PARLIAMENT,"AQUA, BLUE, FILTER, ORIGINAL, SILVER",,7
00P4H00001mt94MUAQ_Image_Response_a0Z4H00000axbUKUAY,UPS  FO  SMOKING CLOGS  THE ARTERIES  AND CAUSES  HEART ATTACKS  MARKHAND  AND STROKES  SELECTED PREMIUM TOBACCOS  FIRM  CILTER  FROM START EXPERIENCE TO FINISH  ARE  SMOKING BAGING  2  SMOKING  KILLS  SILVER BLUE  MARLBORO  RED  DDFD  200S  DDF  AED 123  USD 3417  WWWDUBAIDUTYFREECOM  C  CARTON  CA  SMOKERS  CLOGS  THE  ARTERIES  AND  CAUSES  HEART  ATTACKS  STROKES  SELECTED  PREMIUM  TOBACCOS  FROM  START  EXPERIENCE  TO FINISH  SMOKING  BLUE  AED  123  USD  3417,MARLBORO,"BLUE, RED, SILVER",,5
00PdP000004G0BSUA0_Image_Response_a0Z4H00000axbUMUAY,  SMOKING  KILLS  MARLBORO  RED  600S  SELECTED  EMIUM T  AED 350  USD 9722  WWWDUBAIDUTYFREECOM  UNDER  WE DO NOT SELL TOBACCO OR NICOTINE IN ANY FORM TO MINORS  18  3  3  G    ONE  G  ARMS  FL  THERS  3  YOU  SMOKING  NG  HARMS  EMIUM  AED  350  USD  9722  NOT  SELL  TOBACCO  NICOTINE  ANY  FORM  MINORS,MARLBORO,"ONE, RED",,4
00P4H00001mQ4wuUAC_Image_Response_a0Z4H00000axbUNUAY,O  MARLBORN  CE  DOUBLE ICE  DOUBLE ICE  SMOKING  SMOKING  NG  KILLS  S  KILLS  KILLE  KINE  MARKERO  HARLBORO  E ICE  DOUBLE ICE  DOUBLE ICE  KING  SMOKING  SMOKING  IS  KILLS  KILLS  MARLBORO  DOUBLE ICE  DDR  200S  DD  AED 127  USD 3528  SD  3528  WWWDUBAIDUTYFREECOM  SMOKING  OKING  KILLS  KILLS  DOUBLE  ICE  DOUBLE  ICE  AED  127  USD  3528  SD,MARLBORO,,,2
00P4H00001mP9aUUAS_Image_Response_a0Z4H00000axbUPUAY,KING  IS  MARLBORO  MANTHORD  MAN  DOUL  DOUBLE FUSION  DOUBLE FUSION  SUM  SUMMER  SUMMER  OKING  SLY HARM  D OTHER  SMOKING  SMOL  SMOKING  UND YOU  KILLS  KILLS  KILL  MOKING  USLY HARN  AND OTHER  OUND YOU  MANHARRO  24 FINISH EXPERIENCE  MARLBORO  TOUCH PACK  MANHA  DOUBLE FUSION  DOUBLE FUSION  DOUBLE FU  SUMMER  SUMMER  SUMMER  KING  ILS  SMOKING  SMOKING  SMOKIN  MARLBORO  KILLO  SUMMER FUSION  200S  AED 127  USD 3528  WWWDUBARDUTYFREECOM  F  MOKING  THE  SMAF  FOR ADULT  USLY HARMS  CARBON  TAR 5 MS  NICOTINE 04  MONOXIDE  DOUBLE  FUSION  SLY  HARM  OTHER  UND  YOU  USLY  HARN  AND  OUND  EXPERIENCE  PACK  SUMMER  FUSION  AED  127  USD  3528  HARMS  NICOTINE  04,MARLBORO,TOUCH,,3
00PdP0000006vjcUAA_Image_Response_a0Z4H00000axbULUAY,DDF  ONLINE  SMIT  CLICK  COLLECT  ARE WAY BANDE      L CARTONS  SMOKING  MARTBURN  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  TOUCH  MARTBURG  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  TOUCH  MARLBOR  CARTONS  SMOKING  WILLS  MARLBORO  TOUCH  TOUCH  DDF  400S  AED 234  USD 6500  WWWDUBAIDUTYFREECOM  SILVER BLUE  MARLBORO  SMART  SEAL  SILVER BLUE  MARLBORO  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  CLICK  COLLECT  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  AED  234  USD  6500  SILVER  BLUE,MARLBORO,"BLUE, SILVER, TOUCH",,5
00PdP0000006jc0UAA_Image_Response_a0Z4H00000axbUSUAY,  MARN  MARLBUND  DOUB  DOUBLE MIX  SMOKIN  SERIOUSLY H  YOU AND OTHER  DOUBLE MIX  SMOKING  AROUND YO  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  AM  MARLBORO  DOUBLE MIX  200S  AED 132  USD 3667  WWWDUBAIDUTYFREECOM  MARTBORO  SMOKING  SERIOUSLY HARMS  DOUBLE  MIX  SERIOUSLY  YOU  AND  AROUND  HARMS  OTHERS  DOUBLE  MIX  AED  132  USD  3667,MARLBORO,MIX,,3
00PdP0000047A8bUAE_Image_Response_a0Z4H00000axbULUAY,CARTONS  SMOKING  SERIOUSLY HARMS    YOU AND OTHERS  AROUND YOU  GOLD  SUN  STATBORO    SMOKING  KILLS  GOLD  MARLBORO  SEAL  GOLD  MARLBORO  SMAR SEAL  GOLD  MARLBARN  ARTONS  SMOKING  KILLS  MARLBORO  SMOK  400S  AMENT  CAN CA  A SLOW AN  AED 244  PAIN DE  USD 6778  WWWDUBAIDUTYFREECOM  CAUSES AND  THE BLOOD FLOW  CARTON  PARLIAMENT  REDUCE  OFFER  SMOKING MAY  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  CAN  SLOW  AED  244  USD  6778  CAUSES  THE  BLOOD  FLOW  MAY,"MARLBORO, PARLIAMENT",GOLD,,5
00P4H00001muqmKUAQ_Image_Response_a0Z4H00000axbULUAY,CARTON  OFFER  OFFER  PARLIAMENT  SMOKING  AQUA BLUE  KILLS  ORIGINAL RECESSED FILTER  ESTD 1931  FIFTH AVENUE  NEW YORK  CARTON  SMOKING  OFFER  PARLIAMENT  SERIOUSLY HARMS  AQUA BLUE  YOU AND OTHERS  ORIGINAL RECESSED FILTER  AROUND YOU  ESTD 1931  FIFTH AVENUE  NEW YORK  2  OFFER  PARLIAMENT  SMOKING  AQUA BLUE  ORIGINAL RECESSED  KILLS  PARLIAMENT  FIFTH AVENUE NEV  AQUA BLUE  DDF  400S  DDF  AED 263  USD 7306  WWWDUBARDUTYFREECOM  AQUA BLUE  SENOUSIY NAMS  YOU AND OTHERS  AQUA  BLUE  ORIGINAL  FILTER  ESTD  1931  FIFTH  YORK  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  NEW  AVENUE  AED  263  USD  7306,PARLIAMENT,"AQUA, BLUE, FILTER, ORIGINAL",,6
00P4H00001mvAnTUAU_Image_Response_a0Z4H00000axbUSUAY,TEREA  SIENNA  200S  AED 150  USD 4167  WWWDUBARDUTYFREECOM  WORK34  CASTLUMA  SPLANS TICOTINE WHICH IS ADDICTIVE  AND  NSIOOTINE WHICH IS ADDICTIVE  PRODUCT IS NOT RISK FREE AND  TEREA  WORKS  TEREA  BRONZE  TEREA  200S  TEREAS  SISIENNA  SIENNA  AED 150  WORKSANTLWITH IPASILUMA  WORKS ONLY WITH IDOSILUMA  WORKS ONLY WITH IC  USD 4167  WWWDUBAIDUTYFREECOM    TEREA  JEREAL  TEREA  TEREA  TEREA  SIENNA  SIENNE  AMBER  BRONZE X  WORKS ONLYWITH ICOSILUMA  WORKS ONLY WITH  BRONZB  WORKS ONIX WITH 1906 ILUM  WORKS ONTH WITH  WORKS  TEREA  TE REA  TEREA  TEREAL  TEREA  TSIENNA  WORKSONLY WITH  WORKS ONLYWITH ICOS LUMA  BRONZE  BRONZ  WORKS ONLY WITH COPILUMA  WORKS  WORKSON  DICTIVE  COR LUMA  DICTIVE  ILUMA  DICTIVE  AND  A  P AND  ILUMA  AND    TEREA  AED  150  USD  4167  WHICH IS  ADDICTIVE  NOT RISK  FREE  ONLY  WITH  ONLY WITH  REA,,AMBER,,1
00PdP000003lheBUAQ_Image_Response_a0Z4H00000axbUSUAY,AS IN  200S  ESTD  AVENUE  AED 139  USD 3861  WWWDUBARDUTYFREECOM  COM  P  SMOKING  KILLS  PARLIAMENT  BLOSSOM BREEZE  SMOKE SMELL CONTROL  T E CHN OLOGY  P  SMOKING  SERIOUSLY HARMS  PARLIAMENT  YOU AND OTHERS  BLOSSOM BROOZE  PARLIAMENT  ARO  MIX BLOSSOM  SMOKE SMELL CONTROL  T ECHN OLOGY  200S  AED 126  USD 3500  WWWDUBARDUTYFREECOM  PARLIAMENT  PARLIAME  FIFTH AVENUE  2 OFFER  ORIGINAL  FIFTH AVENUE  2 OFFER  SILVER BLUE  ESTD 193  ESTD  PAR  P  AED  139  USD  3861  BLOSSOM  BREEZE  SMOKE  SMELL  CONTROL  CHN  SERIOUSLY  HARMS  YOU  AND  OTHERS  MIX  ECHN  126  3500  FIFTH  OFFER  SILVER  193,PARLIAMENT,"BLUE, MIX, ORIGINAL, SILVER",,6
00P4H00001lmLmrUAE_Image_Response_a0Z4H00000axbUNUAY,SMOKING  LM  KILLS  LM  3 CART  FINECUT  RED LABEL  TOBACCO  ARTONS  SMOKING  LM  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  LM  3  CARTONS  FINECUT  RED LABEL  TOBACCO  M  3  CARTONS  LM  RED LABEL  DDF  600S  DDF  AED 257  USD 7139  DIVI    YOU A  WWWDUBAIDUTYFREECOM  FINE TOBACCOS  LM  ARO  FINELY CUT  RED LABEL  LM  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS     FINELL CUR  AROUND YOU  LM  RED LABEL  200  LABEL  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  RED  LABEL  AED  257  USD  7139  TOBACCOS  FINELY  CUT,LM,RED,,3
00P4H00001ll5c5UAA_Image_Response_a0Z4H00000axbUOUAY,TEREA TEAK  AED 144  USD 4000  TEREA  TEREA  TEAK  CUSA  TEREA  TEREA  TEAK  TEAK  8 ILUMA  WORKS ONTY WITH COFILUMA  STEREA  TEAK  ALUOGRIPM  TEREA SIENNA  WORKSONLY  AED144  TERPA  USD 4000  TEREA  TEREA  TEAK  POLILUMA  LUMA  TEREA  TEREA  SIENNA  SIENNA  ILUMA  REA  RE A  WORKS ONTHWWITH ICOS ILUMA  WORKS ONLYWITH  TEREA  TEREA  SIENN  WORKS OHLX WITH ICUTILUMA  WORKS ONLYWITH ICOS ILUMA  TEREA  TEREA  TEAK  WORKS ONLY WITH ICOSMILUMA  TEREA  WORKS ONLY WITH IOCE ILUMA  TEREA  SIENNA  STENNA  TEREA BRONZE  WORKS ONLY WITH ILUMA  WORKS ONLY WITH C  ILUMA  TEREA  AED 144  TEREA  TEAK  USD 4000  TEAR  TEREA  WORKS ONLY WITH COE ILUMA  WORKSONLY WITH ICO ILUMA  TEREA  ISOS  SIENNA  SIENNA  WORKS ON SWITH ILUMA  WORKS ONLY  TEREA  TEREA  TEREA  TF REA  AED  144  USD  4000  BRONZE  WITH,,,,0
00P4H00001lkx9HUAQ_Image_Response_a0Z4H00000axbUPUAY,MARTH  MARBNES  DOUBLE MIX  SMOKING  S  CAUSES  SMOKING  IALAI LUNG  ER  KILLS  CANCER  MARLBORO  MAR  SD  3528  DOUBLE MIX  200S  SMO  OKING  KIL  ILLS  AED 127  USD 3528  OUNA YOU  WWWDUBAIDUTYFREECOM  MARLB  MARINERU  LONG   BUT  MUNIT  DOUBLE  MIX  LUNG  SD  3528  DOUBLE  MIX  AED  127  USD  YOU  ,MARLBORO,MIX,,3
00P4H00001lmKn7UAE_Image_Response_a0Z4H00000axbUSUAY,SMOKING  SMOKING  SERIOUSLY HARMS  ARO  KILLS  YOU AND OTHERS  AROUND YOU  MARLBORO  SILVER BLUE  A  MACHORO  KIDO  MARLBORO  MARLBORO  ENTER  MARLBORO BLUE  SEAL    FIAM  MARLBORO  BLUE  G  ARMS  MANHURRO  SMOKIN  HERS  KILLS  YOU  SILVER BLUE  2018 43011  NG  MANDWARN  SMOKING  ILLS  S  N BLUE  MARLBORO  SILVER  200S  AED 123  USD 3417  WWWDUBARDUTYFREECOM  MU  SMART  SERL SMA  SERIOUSLY  HARMS  AND  OTHERS  AROUND  SILVER  AED  123  USD  3417,MARLBORO,"BLUE, SILVER",MARLBORO BLUE,7
00P4H00001mupaoUAA_Image_Response_a0Z4H00000axbULUAY,ATONS  SMOKING  MARALLA  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  YOUR DOCTOR  OR YOUR  PHARMACIST  CAN HELP YOU  NANCH  MULLIO  STOP SMOKING  SELECTED PREMIUM TOBAC  SMOKIN  KILLS  SELE  DP  MARLBORO  RED  200S  AED 128  USD 3556  WWWDUBAIDUTYFREECOM  SERIOUSLY  HARMS  YOU  AND  AROUND  YOUR  DOCTOR  YOUR  CAN  HELP  STOP  SMOKING  SELECTED  TOBAC  AED  128  USD  3556,MARLBORO,RED,,3
00P4H00001mQA6GUAW_Image_Response_a0Z4H00000axbUMUAY,G  MARLBORO  MARTBO  BURLBUCK  SMOKING  SMOKING  SMOKING  CAUSES  CAUSES  MS  CAUSES  UNA  FATAL LUNA  FATAL I  ERS  MARLBORO  DOUBLE MIX  ER  CANCER  CANC  200S  AED 189  USD 5250  WWWDUBAIDUTYFREECOM  SMOKING  KING  Y HARMS  FATAL  LUNA  DOUBLE  MIX  AED  189  USD  5250  HARMS,MARLBORO,MIX,,3
00P4H00001lkrRlUAI_Image_Response_a0Z4H00000axbUNUAY,MG  SMOKING  S  VA  LM  SERIOUSLY HARMS  YOU AND OTHERS  ITA  FINE TOBACCOS  FINELY CUT  AROUND YOU    REFLE  LM  QUALI ITY TOBA   CNS  BLUE LABEL  LIGGETT MYER   LM  QUALITY TOBACCOS  DIA  AGING  FOR DUTY FREE SLE OUL  BLUE LABEL  LIGGER MYERE  LM  SMOKING  KILLS  FINE TOBACCOS  FINELY CUT  PARLIAMENT AQUA  LM  QUALITY TOBACCOS  SINCE 1953  EINERA  BLUE LABEL  LIGS M MYER  OF PHILIP MORRIS  PARLIAMENT AQUA BLUE  AQUA  ICE  QUALITY TOBACCOS  RECESSEDFILTER  LM  SINCE 1953  LIGS M MYER  BLUE LABEL  PARLIAMENT  MADE UNDER AUTHORITY OF PHILIP MORRIS PRODUCTS SA NEUCHATEL SWITZERLAND  QUALITY TOBACCOS  REC  LM  SINCE 1953  LIGG M MY  BLUE LABEL  MADE UNDER AUTHORITY OF PHILIP  SERIOUSLY  HARMS  YOU  AND  OTHERS  FINE  TOBACCOS  FINELY  CUT  AROUND  BLUE  LABEL  QUALITY  SINCE  1953  BLUE  MADE  UNDER  AUTHORITY  OF PHILIP  MORRIS  PRODUCTS  SA  NEUCHATEL  SWITZERLAND  PHILIP,"LM, PARLIAMENT, PHILIP MORRIS","AQUA, BLUE",PARLIAMENT AQUA,11
00P4H00001mPz8oUAC_Image_Response_a0Z4H00000axbULUAY,EREA  ORKS ONLY WITH ICOS ILUMA  EE AND  TIVE  ERI  TERE  IGOSIVILUMA  TEREA  TEREA  WORKS ONLY WITH IQOS ILUMA  THIS PRODUCT IS NOT RISK FREE AND  TEREA   ILUMA  CONTAINS NICOTINE WHICH IS ADDICTIVE  TEREA  TURQUOISE  200S  AED 144  USD 4000  WWWDUBAIDUTYFREECOM  OT RISK FREE AND  HICH IS ADDICTI  ORKS  ONLY  WITH  ILUMA  AND  WORKS  IQOS  THIS  PRODUCT  NOT  RISK  FREE  CONTAINS  NICOTINE  WHICH  ADDICTIVE  AED  144  USD  4000  ADDICTI,,,,0
00P4H00001muqCMUAY_Image_Response_a0Z4H00000axbULUAY,CARTONS  SM  S  S  K  GOLD  SMO  NG  HARMS  MARLBORO  SERIOUSLY  OTHERS  YOU AND  D YOU  AROUND  GOLD  CARTONS  MOKING  SMOKING  USLY HARMS  SERIOUSLY HA  ROUND YO  MARLBORO  AROUND YOU  GOLD  GOLD  400S  AED 244  USD 6778  WWWDUBAIDUTYFREECOM    LBORO  SEAL  MARLBORO  CAR  MONOS  SEAL  UMARS  I  GOLD    SMART  SEAL  MARLBORO  SMART  SEAL    GOLD  MANLBONO  SMART  SMART  YOU  AND  USLY  ROUND  AED  244  USD  6778,MARLBORO,GOLD,,3
00PdP000004G5FxUAK_Image_Response_a0Z4H00000axbULUAY,NOKING  KILLS  MARLBORO  SMOKING  SERIOUSLY HARM  YOU AND OTHERS  AROUND YOU  GOLD  MOKING  MARLBORO  SMOKING  KILLS  SERIOUSLY HARM  YOU AND OTHERS  AROUND YOU  GOLD  SMOKING  MANHBORN  SMOKING  SERIOUSLY HARMS  K  OTHERS  YOU AN  MARLBORO  AROU  YOU  GOLD  GOLD  200S  AED 19845  USD 5512  WWWDUBAIDUTYFREECOM  MARIBORO  FILTER  GOLD  FIRM FILTER  SMOKING  SEAL  ARMS  SMART  SERIOUSLY  HARM  AND  AROUND  HARMS  AED  19845  USD  5512  FIRM,MARLBORO,"FILTER, GOLD",,4
00P4H00001mQrgVUAS_Image_Response_a0Z4H00000axbUPUAY,PINELT COT  SMOKING  SMOKING  LM  SERIOUSLY HARMS  YOU AND OTHERS  FINELY OUT  FINE TOBACCOS  AROUND YOU  FINELY CUT  QUALITY TOBAC  LM  SINCE   COT  LIGGETT MYERAGION  BLUE LABEL  SMOKING  OFF  LM  SERIOUSLY HARMS  YOU AND OTHERS  FINE TOBACCOS  AROUND YOU  FINELY CUT  7  COUC61  QUALITY TOBACCOS   COT  OKING  LM  BLUE LABEL  LIGS SINCE M 1953 MYAON  MORRIS  QUALITY TOBACCOS  SINCE 1953  CANCER  LM  ES FATAL  LIGG S MY  BLUE LABEL  MADE UNDER AUTHORITY OF PHILIP MORRIS PRODUCTS SA NEUCHATEL SWITZERLAND  SMOKING  OS  SMOKING  LM  SERIOUSLY HARMS  YOU AND OTHERS  AROUND   TOBACCOS ELY CUT  L M  BLUE  200S  AED 95  USD 2639  SERIOUSLY  HARMS  YOU  AND  OTHERS  FINE  TOBACCOS  AROUND  FINELY  CUT  BLUE  LABEL  QUALITY  1953  FATAL  MADE  UNDER  AUTHORITY  OF PHILIP  PRODUCTS  SA  NEUCHATEL  SWITZERLAND  ELY  AED  USD  2639,"LM, PHILIP MORRIS",BLUE,,5
